Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Delivery_Status,Customer_Rating,Salesperson
ORD-04456,2025-09-30,CUST-1942,Kiara Gupta,Male,58,Karimnagar,Telangana,South,Electronics,Accessories,Mouse,5,592.8,0.15,2519.39,1951.51,567.89,UPI,Delivered,4.0,Priya Joshi
ORD-04457,2025-06-07,CUST-2979,Om Patil,Female,60,Karimnagar,Telangana,South,Furniture,Chair,Study Chair,2,2618.89,0.2,4190.22,4518.08,-327.86,UPI,Pending,1.0,Neha Singh
ORD-04458,2025-10-22,CUST-9523,Riya Gupta,Male,60,Nashik,Maharashtra,West,Furniture,Table,Dining Table,5,19349.64,0.1,87073.37,71301.82,15771.55,Debit Card,Delivered,5.0,Karan Mehta
ORD-04459,2025-12-11,CUST-8846,Riya Mehta,Female,20,Vadodara,Gujarat,West,Clothing,Women Wear,Saree,6,2424.34,0.1,13091.44,10972.66,2118.78,UPI,Delivered,2.0,Rohan Patil
ORD-04460,2024-03-20,CUST-8762,Pooja Kadam,Male,50,Nashik,Maharashtra,West,Grocery,Personal Care,Shampoo,3,251.92,0.15,642.39,652.21,-9.83,Credit Card,Pending,3.0,Priya Joshi
ORD-04461,2025-07-22,CUST-3378,Arjun Gupta,Male,33,Howrah,West Bengal,East,Furniture,Table,Coffee Table,7,4760.87,0.15,28327.16,26468.33,1858.82,Credit Card,Delivered,1.0,Rohan Patil
ORD-04462,2024-12-06,CUST-7248,Om Deshmukh,Female,18,Hyderabad,Telangana,South,Clothing,Men Wear,T-Shirt,1,741.77,0.15,630.51,535.85,94.66,UPI,Delivered,1.0,Karan Mehta
ORD-04463,2025-04-26,CUST-6647,Arjun Singh,Male,33,Madurai,Tamil Nadu,South,Electronics,Laptop,Asus Vivobook,6,49460.94,0.0,296765.67,256977.74,39787.93,Net Banking,Delivered,1.0,Om Kadam
ORD-04464,2024-09-01,CUST-2044,Kabir Iyer,Female,50,Howrah,West Bengal,East,Furniture,Storage,Wardrobe,1,20477.1,0.1,18429.39,15872.93,2556.45,Credit Card,Delivered,3.0,Neha Singh
ORD-04465,2024-05-05,CUST-3907,Diya Mehta,Male,28,Mangalore,Karnataka,South,Grocery,Personal Care,Soap Pack,1,184.25,0.1,165.83,132.13,33.69,UPI,Delivered,4.0,Neha Singh
ORD-04466,2024-04-26,CUST-5853,Atharv Kulkarni,Female,39,Nashik,Maharashtra,West,Furniture,Chair,Gaming Chair,2,12627.46,0.05,23992.18,18592.82,5399.36,Credit Card,Delivered,4.0,Neha Singh
ORD-04467,2024-06-24,CUST-8408,Kabir Deshmukh,Male,26,Udaipur,Rajasthan,North,Grocery,Packaged Food,Wheat Flour,7,492.73,0.0,3449.14,2674.36,774.79,Cash,Delivered,2.0,Rohan Patil
ORD-04468,2025-01-29,CUST-3662,Anaya Kadam,Male,53,Nashik,Maharashtra,West,Furniture,Table,Dining Table,3,17536.78,0.05,49979.82,41599.01,8380.8,UPI,Delivered,3.0,Sneha Sharma
ORD-04469,2025-08-01,CUST-7726,Diya Iyer,Male,18,Madurai,Tamil Nadu,South,Clothing,Men Wear,Jeans,7,1886.54,0.0,13205.76,8848.88,4356.88,Debit Card,Delivered,4.0,Karan Mehta
ORD-04470,2025-03-08,CUST-9221,Anaya Jadhav,Male,31,Kolkata,West Bengal,East,Clothing,Footwear,Sneakers,3,2594.64,0.15,6616.32,5707.84,908.48,Credit Card,Delivered,3.0,Rohan Patil
ORD-04471,2025-06-18,CUST-4750,Rahul Jadhav,Female,48,Saket,Delhi,North,Clothing,Men Wear,Jeans,7,1728.68,0.1,10890.66,9999.74,890.92,UPI,Pending,5.0,Amit Verma
ORD-04472,2025-12-13,CUST-8894,Ishaan Mehta,Female,41,Kolkata,West Bengal,East,Clothing,Footwear,Sandals,4,1075.37,0.1,3871.34,3172.91,698.43,UPI,Returned,1.0,Karan Mehta
ORD-04473,2024-08-17,CUST-3150,Sara Khan,Female,56,Mumbai,Maharashtra,West,Furniture,Chair,Office Chair,2,6145.08,0.0,12290.17,7945.17,4345.0,Credit Card,Delivered,2.0,Priya Joshi
ORD-04474,2024-01-01,CUST-3372,Vivaan Gupta,Male,51,Hubli,Karnataka,South,Grocery,Personal Care,Soap Pack,5,207.12,0.0,1035.58,867.67,167.91,Credit Card,Delivered,5.0,Sneha Sharma
ORD-04475,2024-07-11,CUST-3766,Vivaan Verma,Female,47,Howrah,West Bengal,East,Clothing,Women Wear,Top,2,746.5,0.0,1493.0,1233.95,259.04,Debit Card,Delivered,2.0,Sneha Sharma
ORD-04476,2024-07-27,CUST-3001,Sara Sharma,Male,41,Pune,Maharashtra,West,Grocery,Packaged Food,Biscuits,4,211.89,0.0,847.57,538.0,309.57,Credit Card,Delivered,3.0,Sneha Sharma
ORD-04477,2025-12-27,CUST-7734,Sneha Kulkarni,Female,35,Warangal,Telangana,South,Clothing,Women Wear,Saree,3,2615.13,0.15,6668.59,6702.58,-33.99,UPI,Delivered,1.0,Priya Joshi
ORD-04478,2024-09-16,CUST-7903,Sakshi Sharma,Female,23,Mysuru,Karnataka,South,Electronics,Accessories,Keyboard,3,925.61,0.0,2776.84,1799.99,976.85,UPI,Delivered,4.0,Neha Singh
ORD-04479,2024-04-17,CUST-2749,Aarav Khan,Male,53,Saket,Delhi,North,Electronics,Laptop,Dell Inspiron,7,50901.77,0.0,356312.38,231060.51,125251.87,UPI,Delivered,3.0,Neha Singh
ORD-04480,2024-03-28,CUST-6331,Priya Deshmukh,Female,40,Hyderabad,Telangana,South,Furniture,Chair,Office Chair,4,6250.5,0.0,25001.99,18354.86,6647.13,Net Banking,Delivered,3.0,Sneha Sharma
ORD-04481,2025-09-28,CUST-8896,Pooja Singh,Male,46,Nagpur,Maharashtra,West,Grocery,Beverages,Coffee Pack,1,415.95,0.05,395.15,338.93,56.22,Cash,Pending,3.0,Neha Singh
ORD-04482,2024-05-01,CUST-6222,Arjun Reddy,Female,26,Kolkata,West Bengal,East,Electronics,Laptop,Dell Inspiron,6,55566.53,0.0,333399.19,289313.91,44085.28,Credit Card,Returned,4.0,Om Kadam
ORD-04483,2024-01-22,CUST-4778,Pooja Jadhav,Male,27,Durgapur,West Bengal,East,Clothing,Men Wear,Jeans,2,1666.19,0.0,3332.39,2215.92,1116.46,Cash,Delivered,5.0,Neha Singh
ORD-04484,2024-07-18,CUST-1539,Sneha Kulkarni,Male,51,Howrah,West Bengal,East,Electronics,Laptop,Asus Vivobook,1,43254.04,0.15,36765.94,34049.7,2716.24,Credit Card,Delivered,5.0,Karan Mehta
ORD-04485,2024-08-01,CUST-2053,Sneha Iyer,Male,45,Surat,Gujarat,West,Furniture,Storage,Bookshelf,5,6275.2,0.15,26669.59,21820.19,4849.4,UPI,Delivered,4.0,Om Kadam
ORD-04486,2025-04-15,CUST-5403,Vivaan Patil,Female,19,Chennai,Tamil Nadu,South,Clothing,Footwear,Sandals,4,995.21,0.0,3980.84,2682.39,1298.44,Cash,Delivered,4.0,Karan Mehta
ORD-04487,2024-10-04,CUST-4703,Ishaan Iyer,Female,55,Dwarka,Delhi,North,Grocery,Personal Care,Soap Pack,7,190.44,0.0,1333.07,1168.52,164.55,Net Banking,Delivered,2.0,Karan Mehta
ORD-04488,2025-06-04,CUST-5023,Om Khan,Male,45,Mumbai,Maharashtra,West,Furniture,Chair,Office Chair,4,5686.99,0.05,21610.57,19733.99,1876.58,UPI,Pending,2.0,Amit Verma
ORD-04489,2024-06-15,CUST-9370,Rahul Kulkarni,Female,26,Durgapur,West Bengal,East,Electronics,Laptop,HP Pavilion,3,59687.97,0.0,179063.92,144934.85,34129.07,UPI,Delivered,3.0,Karan Mehta
ORD-04490,2025-07-10,CUST-8839,Kabir Deshmukh,Male,19,Nashik,Maharashtra,West,Grocery,Packaged Food,Rice Bag,6,854.5,0.1,4614.32,3573.8,1040.52,UPI,Pending,1.0,Rohan Patil
ORD-04491,2024-11-18,CUST-6992,Sara Mehta,Male,46,New Delhi,Delhi,North,Electronics,Mobile,iPhone 13,1,53427.95,0.05,50756.55,43725.29,7031.26,Credit Card,Delivered,4.0,Karan Mehta
ORD-04492,2024-01-31,CUST-9998,Anaya Verma,Male,22,Nashik,Maharashtra,West,Grocery,Personal Care,Soap Pack,6,191.25,0.2,918.02,957.44,-39.43,UPI,Delivered,4.0,Rohan Patil
ORD-04493,2025-04-08,CUST-2667,Kiara Kulkarni,Male,25,Hyderabad,Telangana,South,Electronics,Accessories,Keyboard,7,935.46,0.05,6220.82,4356.84,1863.99,UPI,Delivered,1.0,Neha Singh
ORD-04494,2024-09-17,CUST-6738,Sakshi Kadam,Male,56,Chennai,Tamil Nadu,South,Furniture,Storage,Wardrobe,6,20627.46,0.1,111388.3,108652.56,2735.74,UPI,Delivered,2.0,Rohan Patil
ORD-04495,2025-11-19,CUST-1488,Aditya Kadam,Female,58,Nagpur,Maharashtra,West,Furniture,Chair,Gaming Chair,6,11601.58,0.0,69609.46,51986.64,17622.82,Credit Card,Delivered,3.0,Sneha Sharma
ORD-04496,2025-07-19,CUST-7923,Ishaan Singh,Male,34,Hyderabad,Telangana,South,Electronics,Accessories,Keyboard,6,877.62,0.0,5265.69,4200.31,1065.38,Credit Card,Delivered,4.0,Sneha Sharma
ORD-04497,2025-05-01,CUST-3071,Vivaan Reddy,Female,34,Udaipur,Rajasthan,North,Clothing,Men Wear,Jacket,1,2627.38,0.0,2627.38,2003.23,624.15,Net Banking,Pending,4.0,Amit Verma
ORD-04498,2024-12-18,CUST-6825,Vivaan Iyer,Male,56,Howrah,West Bengal,East,Grocery,Packaged Food,Wheat Flour,7,500.07,0.05,3325.5,2703.84,621.66,Cash,Delivered,5.0,Sneha Sharma
ORD-04499,2025-05-02,CUST-8306,Pooja Gupta,Male,23,Dwarka,Delhi,North,Electronics,Mobile,iPhone 13,5,55726.83,0.1,250770.72,195986.89,54783.83,Credit Card,Delivered,2.0,Karan Mehta
ORD-04500,2024-07-12,CUST-6197,Arjun Singh,Male,33,Nagpur,Maharashtra,West,Clothing,Women Wear,Top,2,793.72,0.05,1508.07,989.96,518.11,Net Banking,Pending,2.0,Karan Mehta
ORD-04501,2024-04-02,CUST-1615,Aarav Shaikh,Female,56,Kolkata,West Bengal,East,Clothing,Women Wear,Top,5,738.39,0.05,3507.36,3053.82,453.54,UPI,Delivered,4.0,Karan Mehta
ORD-04502,2025-04-10,CUST-4706,Sara Khan,Male,37,Karimnagar,Telangana,South,Electronics,Accessories,Power Bank,4,1521.81,0.2,4869.79,4061.89,807.9,Credit Card,Delivered,4.0,Sneha Sharma
ORD-04503,2024-03-30,CUST-5936,Diya Khan,Male,37,Vadodara,Gujarat,West,Furniture,Table,Coffee Table,6,4465.34,0.1,24112.85,21494.03,2618.82,UPI,Delivered,4.0,Karan Mehta
ORD-04504,2024-08-04,CUST-5309,Priya Verma,Male,44,Jodhpur,Rajasthan,North,Clothing,Women Wear,Top,3,794.15,0.15,2025.09,1923.29,101.8,Cash,Delivered,4.0,Karan Mehta
ORD-04505,2025-05-19,CUST-1342,Pooja Reddy,Male,52,Ahmedabad,Gujarat,West,Grocery,Packaged Food,Cooking Oil,7,822.14,0.1,5179.49,4379.05,800.44,UPI,Returned,3.0,Priya Joshi
ORD-04506,2024-12-10,CUST-6105,Ishaan Verma,Male,36,Udaipur,Rajasthan,North,Electronics,Laptop,HP Pavilion,1,56636.74,0.2,45309.39,41419.39,3890.0,UPI,Delivered,2.0,Karan Mehta
ORD-04507,2025-04-14,CUST-5752,Karan Patil,Male,49,Jaipur,Rajasthan,North,Clothing,Men Wear,Jacket,2,2558.7,0.05,4861.53,4070.94,790.59,Credit Card,Delivered,2.0,Om Kadam
ORD-04508,2025-11-18,CUST-3200,Aditya Joshi,Female,29,Dwarka,Delhi,North,Grocery,Personal Care,Toothpaste,1,142.9,0.0,142.9,90.11,52.79,Debit Card,Delivered,5.0,Neha Singh
ORD-04509,2025-10-02,CUST-8867,Aarav Reddy,Female,38,Warangal,Telangana,South,Electronics,Laptop,HP Pavilion,5,63162.47,0.15,268440.49,215576.33,52864.16,UPI,Returned,5.0,Sneha Sharma
ORD-04510,2025-10-12,CUST-5277,Neha Joshi,Female,49,Jaipur,Rajasthan,North,Grocery,Packaged Food,Cooking Oil,3,737.81,0.2,1770.74,1906.41,-135.67,Credit Card,Delivered,1.0,Neha Singh
ORD-04511,2024-11-20,CUST-6350,Neha Iyer,Female,48,Karimnagar,Telangana,South,Electronics,Mobile,Samsung M14,3,13532.53,0.0,40597.6,26662.1,13935.5,UPI,Delivered,1.0,Amit Verma
ORD-04512,2024-03-30,CUST-6297,Ishaan Khan,Male,29,Jodhpur,Rajasthan,North,Clothing,Footwear,Sneakers,7,2311.18,0.0,16178.29,12421.12,3757.17,Credit Card,Returned,3.0,Karan Mehta
ORD-04513,2025-04-23,CUST-9514,Priya Deshmukh,Female,22,Chennai,Tamil Nadu,South,Furniture,Table,Work Desk,5,7700.12,0.15,32725.52,30141.05,2584.47,UPI,Delivered,2.0,Amit Verma
ORD-04514,2025-05-20,CUST-4614,Aarav Sharma,Female,19,Madurai,Tamil Nadu,South,Clothing,Men Wear,Jacket,4,2317.15,0.0,9268.61,7166.83,2101.78,Credit Card,Delivered,4.0,Karan Mehta
ORD-04515,2024-07-19,CUST-9121,Aarav Verma,Female,19,Hubli,Karnataka,South,Electronics,Accessories,Power Bank,1,1598.11,0.0,1598.11,1277.96,320.15,Debit Card,Delivered,1.0,Neha Singh
ORD-04516,2024-03-05,CUST-1394,Sneha Shaikh,Male,52,Mangalore,Karnataka,South,Electronics,Accessories,Power Bank,6,1487.72,0.05,8480.01,5686.17,2793.84,Debit Card,Delivered,4.0,Rohan Patil
ORD-04517,2025-03-31,CUST-5895,Atharv Joshi,Female,60,Kolkata,West Bengal,East,Electronics,Laptop,Asus Vivobook,6,47208.94,0.05,269090.94,226020.14,43070.8,Credit Card,Delivered,4.0,Rohan Patil
ORD-04518,2025-03-30,CUST-4576,Kiara Iyer,Female,37,Udaipur,Rajasthan,North,Electronics,Laptop,Lenovo Ideapad,1,47993.99,0.05,45594.29,32404.35,13189.94,Net Banking,Delivered,4.0,Karan Mehta
ORD-04519,2024-12-02,CUST-5977,Rahul Joshi,Male,57,Durgapur,West Bengal,East,Grocery,Personal Care,Soap Pack,6,202.38,0.1,1092.84,905.1,187.74,Credit Card,Delivered,1.0,Sneha Sharma
ORD-04520,2025-10-18,CUST-7754,Kabir Sharma,Male,52,Rajkot,Gujarat,West,Electronics,Accessories,Bluetooth Earbuds,6,2025.46,0.05,11545.14,10441.35,1103.8,UPI,Delivered,5.0,Rohan Patil
ORD-04521,2025-04-16,CUST-3751,Vivaan Shaikh,Male,46,Kolhapur,Maharashtra,West,Electronics,Mobile,Realme Narzo,4,12503.73,0.15,42512.67,31781.97,10730.71,Debit Card,Delivered,4.0,Rohan Patil
ORD-04522,2024-05-01,CUST-5222,Aarav Reddy,Male,55,Jodhpur,Rajasthan,North,Clothing,Men Wear,Jeans,1,1707.6,0.0,1707.6,1154.98,552.62,UPI,Delivered,4.0,Rohan Patil
ORD-04523,2025-12-07,CUST-7004,Anaya Deshmukh,Female,27,Rohini,Delhi,North,Clothing,Footwear,Sandals,2,923.08,0.1,1661.55,1174.55,487.0,UPI,Delivered,1.0,Om Kadam
ORD-04524,2025-11-24,CUST-7642,Anaya Gupta,Male,59,Coimbatore,Tamil Nadu,South,Electronics,Mobile,Samsung M14,6,13069.81,0.05,74497.91,50381.81,24116.1,Debit Card,Delivered,5.0,Priya Joshi
ORD-04525,2024-01-29,CUST-4954,Rahul Deshmukh,Male,31,Durgapur,West Bengal,East,Grocery,Beverages,Juice Bottle,6,143.31,0.0,859.83,613.71,246.12,Credit Card,Returned,3.0,Neha Singh
ORD-04526,2024-01-07,CUST-4672,Kabir Gupta,Male,20,Durgapur,West Bengal,East,Furniture,Storage,Wardrobe,6,20999.83,0.0,125998.95,82206.45,43792.5,Credit Card,Delivered,1.0,Om Kadam
ORD-04527,2024-08-01,CUST-8263,Arjun Kadam,Male,31,Jodhpur,Rajasthan,North,Clothing,Women Wear,Dress,6,2061.79,0.2,9896.59,8938.78,957.81,UPI,Delivered,2.0,Priya Joshi
ORD-04528,2024-05-03,CUST-4818,Neha Mehta,Male,29,Surat,Gujarat,West,Electronics,Laptop,HP Pavilion,6,59251.23,0.0,355507.39,298311.86,57195.52,Debit Card,Delivered,4.0,Rohan Patil
ORD-04529,2024-07-04,CUST-5012,Vivaan Kulkarni,Female,26,Durgapur,West Bengal,East,Furniture,Table,Coffee Table,4,4521.65,0.2,14469.28,15224.98,-755.69,Credit Card,Delivered,3.0,Om Kadam
ORD-04530,2024-10-27,CUST-7459,Sakshi Kulkarni,Female,35,Kolkata,West Bengal,East,Furniture,Chair,Gaming Chair,5,12237.41,0.0,61187.07,47014.23,14172.84,UPI,Delivered,3.0,Sneha Sharma
ORD-04531,2024-07-07,CUST-2245,Sakshi Khan,Male,32,Udaipur,Rajasthan,North,Grocery,Personal Care,Toothpaste,2,138.14,0.05,262.46,225.31,37.16,Net Banking,Delivered,4.0,Priya Joshi
ORD-04532,2025-06-08,CUST-6101,Kabir Khan,Female,23,Mangalore,Karnataka,South,Electronics,Accessories,Mouse,1,586.92,0.0,586.92,416.86,170.07,Cash,Delivered,3.0,Om Kadam
ORD-04533,2024-06-28,CUST-7444,Vivaan Kulkarni,Female,49,Mangalore,Karnataka,South,Clothing,Footwear,Formal Shoes,3,2977.16,0.2,7145.19,6405.35,739.85,Cash,Delivered,3.0,Amit Verma
ORD-04534,2024-08-13,CUST-4603,Om Gupta,Male,24,Rajkot,Gujarat,West,Electronics,Laptop,Dell Inspiron,6,56524.85,0.0,339149.08,259331.27,79817.81,UPI,Returned,3.0,Rohan Patil
ORD-04535,2024-09-22,CUST-9265,Anaya Mehta,Female,50,Mumbai,Maharashtra,West,Clothing,Footwear,Sandals,5,959.19,0.15,4076.54,3443.42,633.12,Debit Card,Pending,4.0,Neha Singh
ORD-04536,2024-10-15,CUST-8339,Kabir Patil,Female,46,Nagpur,Maharashtra,West,Grocery,Beverages,Coffee Pack,5,404.31,0.1,1819.38,1459.88,359.5,Cash,Delivered,5.0,Karan Mehta
ORD-04537,2025-12-25,CUST-7944,Kiara Reddy,Female,46,Hyderabad,Telangana,South,Furniture,Table,Coffee Table,4,4304.83,0.05,16358.34,12477.37,3880.97,UPI,Delivered,4.0,Sneha Sharma
ORD-04538,2024-02-21,CUST-7660,Aditya Joshi,Female,58,Jodhpur,Rajasthan,North,Electronics,Mobile,Samsung M14,2,14569.23,0.0,29138.45,22208.03,6930.42,UPI,Delivered,4.0,Rohan Patil
ORD-04539,2024-08-08,CUST-7551,Pooja Deshmukh,Male,39,Durgapur,West Bengal,East,Electronics,Accessories,Mouse,5,640.21,0.1,2880.93,2547.67,333.26,Credit Card,Delivered,5.0,Priya Joshi
ORD-04540,2025-07-28,CUST-7597,Kiara Reddy,Male,46,Durgapur,West Bengal,East,Furniture,Chair,Office Chair,4,5832.3,0.0,23329.2,20085.43,3243.77,UPI,Delivered,4.0,Om Kadam
ORD-04541,2024-08-10,CUST-1355,Rahul Joshi,Female,52,Hyderabad,Telangana,South,Furniture,Chair,Study Chair,1,2326.49,0.15,1977.52,1493.47,484.05,Credit Card,Delivered,3.0,Neha Singh
ORD-04542,2024-02-24,CUST-3058,Ishaan Deshmukh,Male,33,Madurai,Tamil Nadu,South,Electronics,Mobile,iPhone 13,3,53849.63,0.0,161548.88,101307.94,60240.93,Credit Card,Delivered,3.0,Om Kadam
ORD-04543,2024-06-01,CUST-7331,Sneha Deshmukh,Female,58,Warangal,Telangana,South,Furniture,Table,Dining Table,7,19031.18,0.1,119896.45,86974.06,32922.39,UPI,Pending,1.0,Sneha Sharma
ORD-04544,2025-06-13,CUST-1235,Om Singh,Female,18,Nagpur,Maharashtra,West,Clothing,Women Wear,Dress,2,2135.39,0.0,4270.78,2748.41,1522.37,Credit Card,Delivered,4.0,Om Kadam
ORD-04545,2025-01-01,CUST-4228,Aditya Shaikh,Male,35,Jodhpur,Rajasthan,North,Electronics,Accessories,Keyboard,4,834.24,0.0,3336.96,2448.29,888.66,UPI,Delivered,2.0,Om Kadam
ORD-04546,2024-06-16,CUST-7818,Priya Mehta,Male,60,Rajkot,Gujarat,West,Clothing,Footwear,Formal Shoes,7,3054.05,0.05,20309.4,14892.03,5417.37,Credit Card,Delivered,3.0,Priya Joshi
ORD-04547,2025-05-20,CUST-1178,Om Jadhav,Male,58,Rajkot,Gujarat,West,Electronics,Laptop,Lenovo Ideapad,4,48651.9,0.15,165416.46,124078.22,41338.24,Credit Card,Delivered,3.0,Priya Joshi
ORD-04548,2024-08-03,CUST-2007,Anaya Sharma,Male,38,Mangalore,Karnataka,South,Clothing,Footwear,Sandals,7,1053.91,0.2,5901.9,4607.02,1294.88,Credit Card,Delivered,1.0,Amit Verma
ORD-04549,2024-09-19,CUST-4116,Kabir Singh,Male,37,Hyderabad,Telangana,South,Grocery,Packaged Food,Biscuits,3,193.78,0.1,523.21,455.47,67.74,Cash,Pending,1.0,Rohan Patil
ORD-04550,2024-06-06,CUST-9005,Pooja Khan,Female,57,Vadodara,Gujarat,West,Furniture,Storage,Bookshelf,2,6171.57,0.05,11725.98,8070.4,3655.58,UPI,Delivered,3.0,Om Kadam
ORD-04551,2025-02-18,CUST-4116,Karan Khan,Female,47,Karimnagar,Telangana,South,Grocery,Personal Care,Toothpaste,6,159.44,0.0,956.63,630.08,326.55,UPI,Delivered,4.0,Priya Joshi
ORD-04552,2025-08-04,CUST-5076,Rahul Kulkarni,Female,57,Howrah,West Bengal,East,Clothing,Women Wear,Saree,5,2415.64,0.15,10266.46,10344.08,-77.62,UPI,Delivered,4.0,Amit Verma
ORD-04553,2025-11-21,CUST-6520,Sakshi Verma,Male,56,Mysuru,Karnataka,South,Clothing,Men Wear,Formal Shirt,7,1238.57,0.0,8669.96,7242.82,1427.15,UPI,Returned,1.0,Sneha Sharma
ORD-04554,2024-03-23,CUST-1449,Sakshi Iyer,Female,39,Salem,Tamil Nadu,South,Electronics,Accessories,Mouse,1,597.01,0.1,537.31,395.67,141.64,UPI,Delivered,5.0,Sneha Sharma
ORD-04555,2025-09-08,CUST-1428,Sara Iyer,Male,19,Udaipur,Rajasthan,North,Electronics,Accessories,Keyboard,4,968.23,0.05,3679.27,2517.67,1161.6,Cash,Delivered,2.0,Sneha Sharma
ORD-04556,2024-11-22,CUST-2027,Riya Kulkarni,Male,54,Pune,Maharashtra,West,Furniture,Table,Dining Table,4,18625.59,0.05,70777.25,62674.31,8102.93,Credit Card,Returned,5.0,Amit Verma
ORD-04557,2024-05-17,CUST-2610,Arjun Iyer,Female,34,Jodhpur,Rajasthan,North,Furniture,Table,Dining Table,5,18245.07,0.05,86664.06,69976.23,16687.83,Debit Card,Delivered,3.0,Rohan Patil
ORD-04558,2024-09-10,CUST-2557,Ishaan Joshi,Female,38,Hubli,Karnataka,South,Grocery,Personal Care,Soap Pack,4,191.67,0.15,651.67,552.95,98.72,UPI,Delivered,5.0,Sneha Sharma
ORD-04559,2025-10-30,CUST-1782,Kabir Gupta,Male,19,Chennai,Tamil Nadu,South,Grocery,Packaged Food,Biscuits,1,205.14,0.05,194.88,143.64,51.24,Debit Card,Delivered,3.0,Amit Verma
ORD-04560,2025-04-06,CUST-2351,Vivaan Kadam,Female,44,Nagpur,Maharashtra,West,Furniture,Chair,Gaming Chair,7,11633.61,0.15,69219.98,69621.92,-401.94,UPI,Returned,2.0,Neha Singh
ORD-04561,2025-06-28,CUST-7801,Vivaan Jadhav,Male,53,Saket,Delhi,North,Clothing,Men Wear,Jeans,1,1690.66,0.1,1521.6,1342.35,179.25,Debit Card,Pending,2.0,Om Kadam
ORD-04562,2024-09-21,CUST-8374,Sneha Sharma,Female,42,Jodhpur,Rajasthan,North,Furniture,Storage,Shoe Rack,6,2469.29,0.0,14815.74,10813.56,4002.18,UPI,Delivered,5.0,Karan Mehta
ORD-04563,2025-07-29,CUST-1240,Rahul Shaikh,Male,34,Karimnagar,Telangana,South,Furniture,Table,Coffee Table,3,4701.67,0.0,14105.01,11771.54,2333.47,UPI,Delivered,5.0,Om Kadam
ORD-04564,2025-01-25,CUST-4516,Ishaan Deshmukh,Female,25,Howrah,West Bengal,East,Furniture,Chair,Office Chair,7,5651.38,0.0,39559.69,26594.2,12965.49,Debit Card,Delivered,1.0,Rohan Patil
ORD-04565,2025-08-09,CUST-4508,Priya Verma,Male,45,Chennai,Tamil Nadu,South,Grocery,Personal Care,Shampoo,4,237.38,0.15,807.11,706.0,101.11,Unknown,Delivered,1.0,Priya Joshi
ORD-04566,2025-12-01,CUST-5695,Riya Reddy,Male,18,Nashik,Maharashtra,West,Grocery,Packaged Food,Cooking Oil,5,768.25,0.05,3649.21,2688.16,961.05,UPI,Delivered,2.0,Karan Mehta
ORD-04567,2024-09-04,CUST-3971,Arjun Iyer,Female,49,Durgapur,West Bengal,East,Grocery,Beverages,Tea Pack,3,299.21,0.05,852.75,617.78,234.97,Net Banking,Pending,2.0,Amit Verma
ORD-04568,2025-03-15,CUST-2721,Kabir Kadam,Female,56,Ahmedabad,Gujarat,West,Electronics,Mobile,iPhone 13,1,51899.52,0.1,46709.57,40383.59,6325.98,Debit Card,Delivered,3.0,Rohan Patil
ORD-04569,2024-07-24,CUST-9279,Kabir Shaikh,Male,50,Saket,Delhi,North,Grocery,Personal Care,Shampoo,4,232.65,0.15,791.01,586.78,204.23,Cash,Delivered,2.0,Karan Mehta
ORD-04570,2024-06-29,CUST-6770,Priya Mehta,Female,46,Rajkot,Gujarat,West,Clothing,Men Wear,Jeans,5,1757.61,0.1,7909.24,7139.68,769.56,UPI,Delivered,4.0,Priya Joshi
ORD-04571,2024-03-13,CUST-8551,Aditya Deshmukh,Female,20,Nagpur,Maharashtra,West,Furniture,Chair,Office Chair,1,5815.03,0.0,5815.03,3745.44,2069.59,Net Banking,Pending,5.0,Sneha Sharma
ORD-04572,2024-03-11,CUST-2320,Diya Joshi,Male,30,Saket,Delhi,North,Electronics,Accessories,Keyboard,3,909.05,0.05,2590.8,2280.09,310.7,UPI,Delivered,4.0,Sneha Sharma
ORD-04573,2025-12-15,CUST-8851,Pooja Mehta,Male,43,Mumbai,Maharashtra,West,Grocery,Beverages,Juice Bottle,2,153.09,0.0,306.19,237.31,68.88,Cash,Delivered,3.0,Sneha Sharma
ORD-04574,2025-07-14,CUST-8686,Ishaan Iyer,Female,23,Jodhpur,Rajasthan,North,Grocery,Personal Care,Soap Pack,5,184.86,0.1,831.86,702.71,129.15,UPI,Delivered,5.0,Karan Mehta
ORD-04575,2025-10-18,CUST-4369,Neha Patil,Male,33,Kolkata,West Bengal,East,Grocery,Packaged Food,Biscuits,2,190.93,0.05,362.76,260.77,101.99,Credit Card,Pending,4.0,Neha Singh
ORD-04576,2025-07-17,CUST-3048,Rahul Singh,Female,31,Coimbatore,Tamil Nadu,South,Electronics,Accessories,Power Bank,6,1389.36,0.05,7919.37,5934.54,1984.83,UPI,Pending,4.0,Sneha Sharma
ORD-04577,2024-07-09,CUST-1577,Pooja Kadam,Male,45,Rajkot,Gujarat,West,Electronics,Accessories,Bluetooth Earbuds,7,1882.48,0.05,12518.48,11463.59,1054.89,Debit Card,Returned,1.0,Neha Singh
ORD-04578,2025-06-29,CUST-5234,Arjun Shaikh,Female,30,Coimbatore,Tamil Nadu,South,Clothing,Footwear,Formal Shoes,2,2973.59,0.05,5649.82,4625.89,1023.93,Credit Card,Delivered,4.0,Om Kadam
